visit_id,customer_id,entry_time,exit_time,purpose
3200,3200,11/24/2022 11:23,11/24/2022 12:48,Yangi mashina ko‘rish
3201,3201,11/24/2022 9:25,11/24/2022 11:02,Texnik ko‘rik
3202,3202,11/24/2022 13:08,11/24/2022 14:21,Hujjatlar
3203,3203,11/24/2022 9:03,11/24/2022 10:28,Texnik ko‘rik
3204,3204,11/24/2022 12:41,11/24/2022 13:59,Texnik ko‘rik
3205,3205,11/24/2022 13:32,11/24/2022 14:18,Test drive
3206,3206,11/24/2022 12:47,11/24/2022 13:56,Yangi mashina ko‘rish
3207,3207,11/24/2022 10:06,11/24/2022 10:59,Hujjatlar
3208,3208,11/24/2022 17:43,11/24/2022 18:33,Yangi mashina ko‘rish
3209,3209,11/24/2022 14:18,11/24/2022 16:03,Yangi mashina ko‘rish
3210,3210,11/24/2022 14:27,11/24/2022 14:48,Servis
3211,3211,11/25/2022 14:24,11/25/2022 14:42,Texnik ko‘rik
3212,3212,11/25/2022 13:00,11/25/2022 14:18,Texnik ko‘rik
3213,3213,11/25/2022 16:45,11/25/2022 17:55,Servis
3214,3214,11/25/2022 17:12,11/25/2022 18:26,Hujjatlar
3215,3215,11/25/2022 10:20,11/25/2022 10:49,Yangi mashina ko‘rish
3216,3216,11/25/2022 16:16,11/25/2022 17:50,Test drive
3217,3217,11/26/2022 12:09,11/26/2022 12:35,Test drive
3218,3218,11/26/2022 12:18,11/26/2022 12:46,Hujjatlar
3219,3219,11/26/2022 13:26,11/26/2022 14:45,Yangi mashina ko‘rish
3220,3220,11/26/2022 15:08,11/26/2022 15:40,Yangi mashina ko‘rish
3221,3221,11/26/2022 16:03,11/26/2022 17:40,Servis
3222,3222,11/26/2022 11:34,11/26/2022 13:16,Texnik ko‘rik
3223,3223,11/26/2022 14:26,11/26/2022 16:21,Yangi mashina ko‘rish
3224,3224,11/26/2022 16:11,11/26/2022 17:13,Servis
3225,3225,11/26/2022 16:59,11/26/2022 18:25,Texnik ko‘rik
3226,3226,11/26/2022 10:27,11/26/2022 12:22,Yangi mashina ko‘rish
3227,3227,11/26/2022 10:05,11/26/2022 11:55,Texnik ko‘rik
3228,3228,11/26/2022 14:19,11/26/2022 15:10,Servis
3229,3229,11/26/2022 15:30,11/26/2022 16:44,Test drive
3230,3230,11/27/2022 13:05,11/27/2022 14:16,Hujjatlar
3231,3231,11/27/2022 15:28,11/27/2022 17:01,Hujjatlar
3232,3232,11/27/2022 16:21,11/27/2022 16:56,Hujjatlar
3233,3233,11/27/2022 15:16,11/27/2022 16:08,Hujjatlar
3234,3234,11/27/2022 10:10,11/27/2022 11:33,Servis
3235,3235,11/28/2022 12:40,11/28/2022 13:40,Texnik ko‘rik
3236,3236,11/28/2022 12:47,11/28/2022 13:36,Servis
3237,3237,11/28/2022 14:21,11/28/2022 16:17,Yangi mashina ko‘rish
3238,3238,11/28/2022 10:07,11/28/2022 11:43,Servis
3239,3239,11/28/2022 15:14,11/28/2022 16:44,Hujjatlar
3240,3240,11/28/2022 12:30,11/28/2022 13:33,Servis
3241,3241,11/28/2022 17:56,11/28/2022 18:50,Yangi mashina ko‘rish
3242,3242,11/28/2022 12:33,11/28/2022 14:16,Servis
3243,3243,11/28/2022 10:38,11/28/2022 12:34,Servis
3244,3244,11/28/2022 14:44,11/28/2022 15:04,Yangi mashina ko‘rish
3245,3245,11/28/2022 15:09,11/28/2022 16:04,Texnik ko‘rik
3246,3246,11/28/2022 15:10,11/28/2022 17:04,Hujjatlar
3247,3247,11/28/2022 16:34,11/28/2022 17:15,Servis
3248,3248,11/28/2022 9:27,11/28/2022 11:24,Yangi mashina ko‘rish
3249,3249,11/29/2022 12:02,11/29/2022 13:25,Hujjatlar
3250,3250,11/29/2022 9:12,11/29/2022 9:28,Yangi mashina ko‘rish
3251,3251,11/29/2022 12:47,11/29/2022 13:04,Servis
3252,3252,11/29/2022 9:23,11/29/2022 9:43,Test drive
3253,3253,11/29/2022 12:40,11/29/2022 13:10,Servis
3254,3254,11/30/2022 11:15,11/30/2022 12:23,Yangi mashina ko‘rish
3255,3255,11/30/2022 13:25,11/30/2022 14:31,Servis
3256,3256,11/30/2022 9:38,11/30/2022 10:48,Servis
3257,3257,11/30/2022 12:58,11/30/2022 14:06,Texnik ko‘rik
3258,3258,11/30/2022 11:26,11/30/2022 11:57,Test drive
3259,3259,11/30/2022 9:25,11/30/2022 11:05,Yangi mashina ko‘rish
3260,3260,11/30/2022 11:24,11/30/2022 11:53,Test drive
3261,3261,11/30/2022 16:07,11/30/2022 18:00,Hujjatlar
3262,3262,11/30/2022 12:42,11/30/2022 13:48,Test drive
3263,3263,11/30/2022 17:58,11/30/2022 19:42,Texnik ko‘rik
3264,3264,11/30/2022 12:12,11/30/2022 13:44,Test drive
3265,3265,11/30/2022 16:32,11/30/2022 18:30,Yangi mashina ko‘rish
3266,3266,11/30/2022 12:23,11/30/2022 13:36,Yangi mashina ko‘rish
3267,3267,11/30/2022 12:43,11/30/2022 12:56,Test drive
3268,3268,11/30/2022 12:25,11/30/2022 13:32,Test drive
3269,3269,12/1/2022 10:33,12/1/2022 11:00,Texnik ko‘rik
3270,3270,12/1/2022 9:01,12/1/2022 11:01,Servis
3271,3271,12/1/2022 10:32,12/1/2022 10:57,Servis
3272,3272,12/1/2022 15:33,12/1/2022 15:47,Test drive
3273,3273,12/1/2022 13:55,12/1/2022 15:48,Yangi mashina ko‘rish
3274,3274,12/1/2022 15:15,12/1/2022 15:35,Servis
3275,3275,12/1/2022 15:01,12/1/2022 15:26,Hujjatlar
3276,3276,12/1/2022 13:30,12/1/2022 14:58,Texnik ko‘rik
3277,3277,12/1/2022 16:25,12/1/2022 17:36,Texnik ko‘rik
3278,3278,12/1/2022 15:08,12/1/2022 16:14,Texnik ko‘rik
3279,3279,12/1/2022 15:49,12/1/2022 16:36,Servis
3280,3280,12/1/2022 16:44,12/1/2022 18:42,Test drive
3281,3281,12/2/2022 12:37,12/2/2022 14:37,Texnik ko‘rik
3282,3282,12/2/2022 10:53,12/2/2022 11:42,Texnik ko‘rik
3283,3283,12/2/2022 15:20,12/2/2022 16:21,Test drive
3284,3284,12/2/2022 10:40,12/2/2022 11:21,Test drive
3285,3285,12/2/2022 17:46,12/2/2022 18:42,Hujjatlar
3286,3286,12/2/2022 17:20,12/2/2022 18:54,Yangi mashina ko‘rish
3287,3287,12/2/2022 16:27,12/2/2022 18:09,Texnik ko‘rik
3288,3288,12/3/2022 14:18,12/3/2022 14:31,Yangi mashina ko‘rish
3289,3289,12/3/2022 17:21,12/3/2022 18:15,Texnik ko‘rik
3290,3290,12/3/2022 15:12,12/3/2022 17:09,Yangi mashina ko‘rish
3291,3291,12/3/2022 13:01,12/3/2022 13:52,Yangi mashina ko‘rish
3292,3292,12/3/2022 13:31,12/3/2022 14:50,Texnik ko‘rik
3293,3293,12/3/2022 17:48,12/3/2022 19:06,Texnik ko‘rik
3294,3294,12/3/2022 11:16,12/3/2022 12:54,Yangi mashina ko‘rish
3295,3295,12/3/2022 13:05,12/3/2022 14:20,Servis
3296,3296,12/3/2022 12:00,12/3/2022 13:18,Test drive
3297,3297,12/3/2022 17:22,12/3/2022 18:34,Texnik ko‘rik
3298,3298,12/4/2022 15:17,12/4/2022 16:35,Test drive
3299,3299,12/4/2022 14:05,12/4/2022 14:48,Hujjatlar
3300,3300,12/4/2022 14:30,12/4/2022 16:03,Texnik ko‘rik
3301,3301,12/4/2022 16:37,12/4/2022 17:33,Test drive
3302,3302,12/4/2022 17:18,12/4/2022 18:39,Servis
3303,3303,12/4/2022 14:52,12/4/2022 16:50,Test drive
3304,3304,12/4/2022 17:21,12/4/2022 18:06,Hujjatlar
3305,3305,12/4/2022 14:16,12/4/2022 15:53,Yangi mashina ko‘rish
3306,3306,12/4/2022 15:21,12/4/2022 15:43,Yangi mashina ko‘rish
3307,3307,12/5/2022 13:29,12/5/2022 13:50,Hujjatlar
3308,3308,12/5/2022 15:53,12/5/2022 16:03,Servis
3309,3309,12/5/2022 15:25,12/5/2022 17:15,Hujjatlar
3310,3310,12/5/2022 14:59,12/5/2022 16:19,Servis
3311,3311,12/5/2022 14:52,12/5/2022 15:45,Yangi mashina ko‘rish
3312,3312,12/5/2022 9:27,12/5/2022 10:49,Texnik ko‘rik
3313,3313,12/5/2022 17:32,12/5/2022 17:46,Yangi mashina ko‘rish
3314,3314,12/5/2022 10:42,12/5/2022 12:22,Servis
3315,3315,12/5/2022 10:19,12/5/2022 11:51,Yangi mashina ko‘rish
3316,3316,12/5/2022 17:49,12/5/2022 19:15,Hujjatlar
3317,3317,12/5/2022 13:12,12/5/2022 13:53,Servis
3318,3318,12/5/2022 12:47,12/5/2022 14:01,Servis
3319,3319,12/5/2022 9:19,12/5/2022 9:39,Texnik ko‘rik
3320,3320,12/5/2022 11:34,12/5/2022 11:59,Test drive
3321,3321,12/5/2022 17:25,12/5/2022 18:34,Texnik ko‘rik
3322,3322,12/6/2022 12:08,12/6/2022 13:31,Yangi mashina ko‘rish
3323,3323,12/6/2022 15:07,12/6/2022 17:06,Hujjatlar
3324,3324,12/6/2022 15:43,12/6/2022 17:12,Texnik ko‘rik
3325,3325,12/6/2022 13:10,12/6/2022 13:32,Test drive
3326,3326,12/6/2022 16:05,12/6/2022 17:24,Yangi mashina ko‘rish
3327,3327,12/6/2022 16:19,12/6/2022 17:14,Servis
3328,3328,12/6/2022 13:43,12/6/2022 14:12,Texnik ko‘rik
3329,3329,12/6/2022 11:48,12/6/2022 12:32,Test drive
3330,3330,12/6/2022 9:13,12/6/2022 10:09,Hujjatlar
3331,3331,12/6/2022 17:21,12/6/2022 18:24,Test drive
3332,3332,12/7/2022 10:30,12/7/2022 11:16,Servis
3333,3333,12/7/2022 11:39,12/7/2022 13:18,Hujjatlar
3334,3334,12/7/2022 10:07,12/7/2022 11:20,Hujjatlar
3335,3335,12/7/2022 15:24,12/7/2022 16:03,Texnik ko‘rik
3336,3336,12/7/2022 10:03,12/7/2022 11:11,Texnik ko‘rik
3337,3337,12/7/2022 17:41,12/7/2022 19:14,Hujjatlar
3338,3338,12/7/2022 14:46,12/7/2022 15:31,Hujjatlar
3339,3339,12/7/2022 10:09,12/7/2022 10:51,Yangi mashina ko‘rish
3340,3340,12/7/2022 15:12,12/7/2022 16:21,Hujjatlar
3341,3341,12/7/2022 9:11,12/7/2022 10:29,Test drive
3342,3342,12/7/2022 17:35,12/7/2022 17:57,Texnik ko‘rik
3343,3343,12/7/2022 17:11,12/7/2022 17:52,Test drive
3344,3344,12/8/2022 16:23,12/8/2022 17:26,Texnik ko‘rik
3345,3345,12/8/2022 14:33,12/8/2022 16:25,Texnik ko‘rik
3346,3346,12/8/2022 17:36,12/8/2022 18:04,Servis
3347,3347,12/8/2022 12:02,12/8/2022 13:02,Test drive
3348,3348,12/8/2022 11:07,12/8/2022 12:13,Servis
3349,3349,12/8/2022 9:22,12/8/2022 11:07,Texnik ko‘rik
3350,3350,12/8/2022 17:24,12/8/2022 17:52,Texnik ko‘rik
3351,3351,12/8/2022 13:32,12/8/2022 15:24,Servis
3352,3352,12/8/2022 9:26,12/8/2022 9:43,Hujjatlar
3353,3353,12/8/2022 9:22,12/8/2022 11:13,Servis
3354,3354,12/8/2022 11:18,12/8/2022 11:56,Hujjatlar
3355,3355,12/8/2022 17:35,12/8/2022 18:32,Test drive
3356,3356,12/8/2022 14:23,12/8/2022 15:09,Yangi mashina ko‘rish
3357,3357,12/8/2022 14:23,12/8/2022 15:32,Hujjatlar
3358,3358,12/9/2022 16:54,12/9/2022 18:48,Servis
3359,3359,12/9/2022 12:55,12/9/2022 14:08,Servis
3360,3360,12/9/2022 15:08,12/9/2022 17:05,Servis
3361,3361,12/9/2022 12:46,12/9/2022 14:26,Test drive
3362,3362,12/9/2022 12:45,12/9/2022 13:13,Texnik ko‘rik
3363,3363,12/9/2022 16:19,12/9/2022 17:09,Test drive
3364,3364,12/9/2022 11:03,12/9/2022 12:19,Yangi mashina ko‘rish
3365,3365,12/9/2022 15:33,12/9/2022 16:17,Servis
3366,3366,12/10/2022 17:38,12/10/2022 18:11,Hujjatlar
3367,3367,12/10/2022 12:47,12/10/2022 13:31,Texnik ko‘rik
3368,3368,12/10/2022 13:21,12/10/2022 14:16,Servis
3369,3369,12/10/2022 13:02,12/10/2022 13:14,Test drive
3370,3370,12/10/2022 9:43,12/10/2022 11:24,Hujjatlar
3371,3371,12/10/2022 14:25,12/10/2022 14:52,Servis
3372,3372,12/10/2022 9:32,12/10/2022 10:26,Yangi mashina ko‘rish
3373,3373,12/10/2022 14:23,12/10/2022 15:23,Yangi mashina ko‘rish
3374,3374,12/10/2022 13:29,12/10/2022 15:23,Texnik ko‘rik
3375,3375,12/10/2022 10:20,12/10/2022 11:25,Test drive
3376,3376,12/10/2022 9:04,12/10/2022 10:26,Yangi mashina ko‘rish
3377,3377,12/10/2022 10:16,12/10/2022 11:48,Servis
3378,3378,12/11/2022 9:41,12/11/2022 11:40,Yangi mashina ko‘rish
3379,3379,12/11/2022 9:51,12/11/2022 10:44,Test drive
3380,3380,12/11/2022 11:05,12/11/2022 11:31,Hujjatlar
3381,3381,12/11/2022 13:59,12/11/2022 15:26,Yangi mashina ko‘rish
3382,3382,12/11/2022 11:35,12/11/2022 13:28,Hujjatlar
3383,3383,12/11/2022 11:42,12/11/2022 12:45,Servis
3384,3384,12/11/2022 14:48,12/11/2022 16:20,Texnik ko‘rik
3385,3385,12/11/2022 11:37,12/11/2022 13:35,Hujjatlar
3386,3386,12/11/2022 15:11,12/11/2022 15:32,Test drive
3387,3387,12/11/2022 10:28,12/11/2022 10:57,Servis
3388,3388,12/11/2022 9:11,12/11/2022 11:07,Texnik ko‘rik
3389,3389,12/11/2022 12:30,12/11/2022 13:41,Yangi mashina ko‘rish
3390,3390,12/11/2022 9:10,12/11/2022 9:30,Servis
3391,3391,12/11/2022 10:34,12/11/2022 11:18,Test drive
3392,3392,12/12/2022 9:47,12/12/2022 11:37,Test drive
3393,3393,12/12/2022 16:16,12/12/2022 17:07,Texnik ko‘rik
3394,3394,12/12/2022 11:09,12/12/2022 12:17,Hujjatlar
3395,3395,12/12/2022 9:58,12/12/2022 11:19,Yangi mashina ko‘rish
3396,3396,12/12/2022 12:52,12/12/2022 13:47,Yangi mashina ko‘rish
3397,3397,12/13/2022 10:25,12/13/2022 10:57,Texnik ko‘rik
3398,3398,12/13/2022 14:13,12/13/2022 16:05,Hujjatlar
3399,3399,12/13/2022 12:11,12/13/2022 14:09,Test drive
3400,3400,12/13/2022 10:39,12/13/2022 12:24,Servis
3401,3401,12/13/2022 10:08,12/13/2022 10:57,Test drive
3402,3402,12/14/2022 15:33,12/14/2022 17:13,Servis
3403,3403,12/14/2022 10:03,12/14/2022 11:34,Hujjatlar
3404,3404,12/14/2022 10:15,12/14/2022 11:30,Yangi mashina ko‘rish
3405,3405,12/14/2022 11:27,12/14/2022 11:54,Yangi mashina ko‘rish
3406,3406,12/14/2022 13:00,12/14/2022 14:44,Texnik ko‘rik
3407,3407,12/14/2022 9:58,12/14/2022 11:35,Servis
3408,3408,12/14/2022 11:50,12/14/2022 13:01,Yangi mashina ko‘rish
3409,3409,12/14/2022 15:30,12/14/2022 15:54,Texnik ko‘rik
3410,3410,12/14/2022 16:13,12/14/2022 17:20,Servis
3411,3411,12/15/2022 15:17,12/15/2022 16:16,Hujjatlar
3412,3412,12/15/2022 12:46,12/15/2022 14:01,Hujjatlar
3413,3413,12/15/2022 16:37,12/15/2022 18:20,Servis
3414,3414,12/15/2022 15:22,12/15/2022 15:52,Texnik ko‘rik
3415,3415,12/15/2022 12:27,12/15/2022 13:16,Test drive
3416,3416,12/15/2022 17:44,12/15/2022 19:11,Texnik ko‘rik
3417,3417,12/15/2022 14:18,12/15/2022 14:49,Test drive
3418,3418,12/15/2022 10:06,12/15/2022 11:08,Test drive
3419,3419,12/15/2022 10:55,12/15/2022 12:17,Texnik ko‘rik
3420,3420,12/16/2022 12:03,12/16/2022 12:19,Servis
3421,3421,12/16/2022 11:31,12/16/2022 13:25,Hujjatlar
3422,3422,12/16/2022 14:28,12/16/2022 16:00,Texnik ko‘rik
3423,3423,12/16/2022 14:59,12/16/2022 15:47,Texnik ko‘rik
3424,3424,12/16/2022 12:06,12/16/2022 14:00,Hujjatlar
3425,3425,12/16/2022 14:29,12/16/2022 15:33,Texnik ko‘rik
3426,3426,12/16/2022 14:06,12/16/2022 15:42,Texnik ko‘rik
3427,3427,12/16/2022 13:56,12/16/2022 14:56,Yangi mashina ko‘rish
3428,3428,12/16/2022 10:54,12/16/2022 12:15,Texnik ko‘rik
3429,3429,12/16/2022 11:07,12/16/2022 12:33,Texnik ko‘rik
3430,3430,12/16/2022 12:09,12/16/2022 12:40,Yangi mashina ko‘rish
3431,3431,12/16/2022 16:27,12/16/2022 17:28,Hujjatlar
3432,3432,12/16/2022 9:36,12/16/2022 10:52,Yangi mashina ko‘rish
3433,3433,12/17/2022 13:43,12/17/2022 15:23,Texnik ko‘rik
3434,3434,12/17/2022 15:46,12/17/2022 16:38,Servis
3435,3435,12/17/2022 16:51,12/17/2022 18:22,Hujjatlar
3436,3436,12/17/2022 12:05,12/17/2022 14:01,Test drive
3437,3437,12/17/2022 14:27,12/17/2022 15:38,Texnik ko‘rik
3438,3438,12/17/2022 12:27,12/17/2022 13:11,Texnik ko‘rik
3439,3439,12/17/2022 12:38,12/17/2022 12:50,Servis
3440,3440,12/17/2022 16:04,12/17/2022 16:14,Test drive
3441,3441,12/17/2022 13:22,12/17/2022 14:20,Test drive
3442,3442,12/17/2022 10:56,12/17/2022 12:20,Yangi mashina ko‘rish
3443,3443,12/17/2022 13:40,12/17/2022 15:19,Texnik ko‘rik
3444,3444,12/17/2022 15:45,12/17/2022 17:13,Texnik ko‘rik
3445,3445,12/18/2022 10:35,12/18/2022 12:13,Test drive
3446,3446,12/18/2022 16:42,12/18/2022 17:46,Yangi mashina ko‘rish
3447,3447,12/18/2022 9:36,12/18/2022 11:16,Texnik ko‘rik
3448,3448,12/18/2022 12:18,12/18/2022 13:57,Texnik ko‘rik
3449,3449,12/18/2022 17:40,12/18/2022 19:06,Test drive
3450,3450,12/18/2022 11:22,12/18/2022 12:36,Hujjatlar
3451,3451,12/18/2022 12:07,12/18/2022 13:21,Texnik ko‘rik
3452,3452,12/18/2022 13:57,12/18/2022 14:15,Test drive
3453,3453,12/18/2022 11:17,12/18/2022 12:24,Test drive
3454,3454,12/18/2022 13:06,12/18/2022 14:03,Servis
3455,3455,12/18/2022 17:44,12/18/2022 18:52,Test drive
3456,3456,12/19/2022 13:38,12/19/2022 15:33,Hujjatlar
3457,3457,12/19/2022 14:03,12/19/2022 14:57,Texnik ko‘rik
3458,3458,12/19/2022 12:19,12/19/2022 12:42,Test drive
3459,3459,12/19/2022 9:09,12/19/2022 10:25,Test drive
3460,3460,12/19/2022 10:30,12/19/2022 10:57,Test drive
3461,3461,12/19/2022 10:56,12/19/2022 11:40,Yangi mashina ko‘rish
3462,3462,12/19/2022 14:06,12/19/2022 15:16,Test drive
3463,3463,12/19/2022 11:00,12/19/2022 11:40,Hujjatlar
3464,3464,12/19/2022 10:39,12/19/2022 12:35,Texnik ko‘rik
3465,3465,12/19/2022 14:11,12/19/2022 15:09,Servis
3466,3466,12/20/2022 11:08,12/20/2022 12:39,Servis
3467,3467,12/20/2022 9:02,12/20/2022 10:06,Texnik ko‘rik
3468,3468,12/20/2022 14:25,12/20/2022 14:48,Texnik ko‘rik
3469,3469,12/20/2022 11:33,12/20/2022 12:06,Hujjatlar
3470,3470,12/20/2022 10:30,12/20/2022 12:19,Hujjatlar
3471,3471,12/20/2022 15:34,12/20/2022 15:47,Texnik ko‘rik
3472,3472,12/20/2022 9:58,12/20/2022 11:23,Test drive
3473,3473,12/20/2022 11:51,12/20/2022 13:06,Test drive
3474,3474,12/20/2022 13:34,12/20/2022 15:25,Texnik ko‘rik
3475,3475,12/20/2022 9:51,12/20/2022 10:18,Yangi mashina ko‘rish
3476,3476,12/20/2022 16:40,12/20/2022 17:13,Hujjatlar
3477,3477,12/20/2022 15:58,12/20/2022 17:47,Hujjatlar
3478,3478,12/21/2022 11:56,12/21/2022 12:40,Yangi mashina ko‘rish
3479,3479,12/21/2022 13:37,12/21/2022 15:32,Test drive
3480,3480,12/21/2022 14:58,12/21/2022 15:08,Servis
3481,3481,12/21/2022 14:59,12/21/2022 16:36,Hujjatlar
3482,3482,12/21/2022 14:34,12/21/2022 15:13,Servis
3483,3483,12/21/2022 9:28,12/21/2022 11:15,Servis
3484,3484,12/21/2022 10:04,12/21/2022 10:40,Servis
3485,3485,12/21/2022 10:35,12/21/2022 12:22,Texnik ko‘rik
3486,3486,12/22/2022 16:36,12/22/2022 18:21,Yangi mashina ko‘rish
3487,3487,12/22/2022 9:46,12/22/2022 11:38,Test drive
3488,3488,12/22/2022 13:28,12/22/2022 14:25,Yangi mashina ko‘rish
3489,3489,12/22/2022 16:25,12/22/2022 16:58,Texnik ko‘rik
3490,3490,12/22/2022 15:27,12/22/2022 16:54,Texnik ko‘rik
3491,3491,12/22/2022 12:06,12/22/2022 13:15,Servis
3492,3492,12/22/2022 17:11,12/22/2022 17:56,Yangi mashina ko‘rish
3493,3493,12/22/2022 14:58,12/22/2022 15:46,Yangi mashina ko‘rish
3494,3494,12/22/2022 12:26,12/22/2022 12:52,Test drive
3495,3495,12/22/2022 11:24,12/22/2022 12:04,Yangi mashina ko‘rish
3496,3496,12/22/2022 17:12,12/22/2022 18:12,Texnik ko‘rik
3497,3497,12/22/2022 11:28,12/22/2022 12:47,Yangi mashina ko‘rish
3498,3498,12/22/2022 14:43,12/22/2022 15:23,Texnik ko‘rik
3499,3499,12/22/2022 15:31,12/22/2022 16:23,Texnik ko‘rik
3500,3500,12/23/2022 15:58,12/23/2022 16:31,Servis
3501,3501,12/23/2022 15:48,12/23/2022 16:49,Hujjatlar
3502,3502,12/23/2022 9:49,12/23/2022 10:55,Servis
3503,3503,12/23/2022 17:52,12/23/2022 18:25,Yangi mashina ko‘rish
3504,3504,12/23/2022 14:27,12/23/2022 14:54,Texnik ko‘rik
3505,3505,12/23/2022 14:35,12/23/2022 14:58,Yangi mashina ko‘rish
3506,3506,12/23/2022 11:58,12/23/2022 13:43,Texnik ko‘rik
3507,3507,12/23/2022 15:49,12/23/2022 17:21,Test drive
3508,3508,12/24/2022 12:38,12/24/2022 14:23,Texnik ko‘rik
3509,3509,12/24/2022 16:24,12/24/2022 16:56,Servis
3510,3510,12/24/2022 15:22,12/24/2022 16:17,Texnik ko‘rik
3511,3511,12/24/2022 11:41,12/24/2022 12:41,Test drive
3512,3512,12/24/2022 12:19,12/24/2022 14:05,Hujjatlar
3513,3513,12/24/2022 12:29,12/24/2022 13:40,Servis
3514,3514,12/24/2022 17:25,12/24/2022 18:56,Texnik ko‘rik
3515,3515,12/24/2022 10:09,12/24/2022 11:57,Hujjatlar
3516,3516,12/24/2022 15:44,12/24/2022 17:38,Yangi mashina ko‘rish
3517,3517,12/24/2022 17:31,12/24/2022 18:51,Hujjatlar
3518,3518,12/24/2022 11:11,12/24/2022 12:34,Hujjatlar
3519,3519,12/24/2022 16:46,12/24/2022 16:58,Yangi mashina ko‘rish
3520,3520,12/24/2022 16:32,12/24/2022 17:01,Test drive
3521,3521,12/25/2022 15:17,12/25/2022 17:00,Yangi mashina ko‘rish
3522,3522,12/25/2022 12:34,12/25/2022 12:58,Servis
3523,3523,12/25/2022 16:10,12/25/2022 17:07,Test drive
3524,3524,12/25/2022 9:25,12/25/2022 11:08,Yangi mashina ko‘rish
3525,3525,12/25/2022 10:17,12/25/2022 11:29,Servis
3526,3526,12/25/2022 13:36,12/25/2022 14:05,Texnik ko‘rik
3527,3527,12/25/2022 11:26,12/25/2022 13:26,Test drive
3528,3528,12/25/2022 14:12,12/25/2022 15:22,Servis
3529,3529,12/25/2022 12:55,12/25/2022 13:14,Yangi mashina ko‘rish
3530,3530,12/25/2022 10:19,12/25/2022 12:03,Test drive
3531,3531,12/25/2022 12:05,12/25/2022 12:45,Texnik ko‘rik
3532,3532,12/26/2022 17:40,12/26/2022 17:50,Test drive
3533,3533,12/26/2022 12:24,12/26/2022 13:58,Test drive
3534,3534,12/26/2022 16:09,12/26/2022 16:58,Texnik ko‘rik
3535,3535,12/26/2022 14:40,12/26/2022 15:27,Servis
3536,3536,12/26/2022 17:42,12/26/2022 18:06,Texnik ko‘rik
3537,3537,12/26/2022 13:31,12/26/2022 15:03,Test drive
3538,3538,12/26/2022 12:10,12/26/2022 12:39,Test drive
3539,3539,12/26/2022 16:31,12/26/2022 17:39,Texnik ko‘rik
3540,3540,12/27/2022 13:22,12/27/2022 15:08,Test drive
3541,3541,12/27/2022 10:16,12/27/2022 11:03,Yangi mashina ko‘rish
3542,3542,12/27/2022 14:57,12/27/2022 16:09,Yangi mashina ko‘rish
3543,3543,12/27/2022 15:08,12/27/2022 16:39,Servis
3544,3544,12/27/2022 10:08,12/27/2022 10:44,Hujjatlar
3545,3545,12/27/2022 16:08,12/27/2022 17:18,Hujjatlar
3546,3546,12/27/2022 10:42,12/27/2022 11:06,Texnik ko‘rik
3547,3547,12/27/2022 11:36,12/27/2022 12:41,Servis
3548,3548,12/27/2022 10:48,12/27/2022 12:39,Test drive
3549,3549,12/27/2022 11:34,12/27/2022 12:45,Servis
3550,3550,12/27/2022 9:00,12/27/2022 10:53,Texnik ko‘rik
3551,3551,12/27/2022 10:19,12/27/2022 10:59,Hujjatlar
3552,3552,12/27/2022 16:01,12/27/2022 16:41,Test drive
3553,3553,12/28/2022 13:44,12/28/2022 14:42,Servis
3554,3554,12/28/2022 12:18,12/28/2022 13:27,Yangi mashina ko‘rish
3555,3555,12/28/2022 12:57,12/28/2022 13:59,Test drive
3556,3556,12/28/2022 10:54,12/28/2022 12:04,Hujjatlar
3557,3557,12/28/2022 12:22,12/28/2022 12:35,Yangi mashina ko‘rish
3558,3558,12/28/2022 13:20,12/28/2022 14:35,Texnik ko‘rik
3559,3559,12/28/2022 13:39,12/28/2022 14:47,Servis
3560,3560,12/28/2022 13:57,12/28/2022 15:53,Yangi mashina ko‘rish
3561,3561,12/28/2022 16:37,12/28/2022 18:09,Yangi mashina ko‘rish
3562,3562,12/28/2022 12:12,12/28/2022 12:30,Yangi mashina ko‘rish
3563,3563,12/28/2022 14:54,12/28/2022 16:05,Texnik ko‘rik
3564,3564,12/28/2022 14:14,12/28/2022 15:15,Hujjatlar
3565,3565,12/28/2022 15:27,12/28/2022 16:43,Servis
3566,3566,12/29/2022 15:28,12/29/2022 16:19,Yangi mashina ko‘rish
3567,3567,12/29/2022 13:50,12/29/2022 14:52,Texnik ko‘rik
3568,3568,12/29/2022 16:22,12/29/2022 17:46,Hujjatlar
3569,3569,12/29/2022 15:59,12/29/2022 16:31,Test drive
3570,3570,12/29/2022 13:56,12/29/2022 15:26,Hujjatlar
3571,3571,12/29/2022 15:14,12/29/2022 16:44,Servis
3572,3572,12/29/2022 15:56,12/29/2022 17:03,Servis
3573,3573,12/30/2022 11:00,12/30/2022 11:46,Servis
3574,3574,12/30/2022 16:50,12/30/2022 17:18,Texnik ko‘rik
3575,3575,12/30/2022 16:39,12/30/2022 17:49,Hujjatlar
3576,3576,12/30/2022 14:14,12/30/2022 14:25,Hujjatlar
3577,3577,12/30/2022 9:20,12/30/2022 9:51,Test drive
3578,3578,12/30/2022 17:08,12/30/2022 18:50,Test drive
3579,3579,12/30/2022 13:32,12/30/2022 14:43,Hujjatlar
3580,3580,12/30/2022 9:14,12/30/2022 10:43,Test drive
3581,3581,12/30/2022 16:31,12/30/2022 18:19,Test drive
3582,3582,12/30/2022 10:17,12/30/2022 11:44,Hujjatlar
